Place of interest,Type of place,Place address,Distance from parking in mts,BiciPARK station,BiciPARK address,Spots available
Intercambiador de transporte. Plaza de Castilla,Instalaciones accesibles NO municipales,Paseo Castellana 195,1225.77,Bicipark Recuerdo,"Calle Hiedra, 26",13
Biblioteca Pública Ruiz Egea (Chamberí),Instalaciones accesibles NO municipales,Calle Raimundo Fernandez Villaverde 6,1227.49,Bicipark Orense,"Avenida General Perón, 27",9
Espacio Fundación Telefónica,Instalaciones accesibles NO municipales,Calle Fuencarral 3,1232.11,Bicipark Montalban,"Calle de Montalbán, 5",15
Museo del Romanticismo,Instalaciones accesibles NO municipales,Calle San Mateo 13,1237.89,Bicipark Montalban,"Calle de Montalbán, 5",15
Ministerio de Política Territorial. Delegación del Gobierno en Madrid. Oficina de asistencia en materia de registro,Instalaciones accesibles NO municipales,Calle Garcia De Paredes 65,1243.34,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Cine Cinesa Proyecciones,Instalaciones accesibles NO municipales,Calle Fuencarral 136,1250.03,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Correos. Sucursal 88. Calle Mejía Lequerica,Instalaciones accesibles NO municipales,Calle Mejia Lequerica 7,1250.9,Bicipark Montalban,"Calle de Montalbán, 5",15
Intercambiador de transporte. Puerta del Sol,Instalaciones accesibles NO municipales,Intercambiador Puerta Del Sol,1251.87,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Biblioteca del Defensor del Pueblo,Instalaciones accesibles NO municipales,Calle Fortuny 22,1253.73,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Casón del Buen Retiro.,Instalaciones accesibles NO municipales,Calle Alfonso Xii 28,1253.89,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Correos. Sucursal 01. Calle Villanueva,Instalaciones accesibles NO municipales,Calle Villanueva 30,1253.98,Bicipark Almagro,"Calle Almagro, 11",12
Centro de atención e información de la Agencia de la Seguridad Social (CAISS) nº 14 Maldonado,Instalaciones accesibles NO municipales,Calle Maldonado 2,1256.71,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Instituto de Educación Secundaria (IES) Fortuny,Instalaciones accesibles NO municipales,Calle Fortuny 24,1268.29,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Palacio de Velázquez,Instalaciones accesibles NO municipales,Paseo Venezuela 2,1273.06,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Correos. Sucursal 06. Calle Claudio Coello,Instalaciones accesibles NO municipales,Calle Claudio Coello 100,1276.35,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Biblioteca Pública José Luis Sampedro (Chamberí),Instalaciones accesibles NO municipales,Calle Felipe El Hermoso 4,1277.22,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Instituto de Educación Secundaria (IES) Tetuán de las Victorias,Instalaciones accesibles NO municipales,Calle Via Limite 14,1293.13,Bicipark Recuerdo,"Calle Hiedra, 26",13
Museo Arqueológico Nacional,Instalaciones accesibles NO municipales,Calle Serrano 13,1294.56,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Círculo de Empresarios,Instalaciones accesibles NO municipales,Calle Marques De Villamagna 3 Planta 11,1295.58,Bicipark Montalban,"Calle de Montalbán, 5",15
Museo de Historia de la Comunidad Judía de Madrid,Instalaciones accesibles NO municipales,Calle Balmes 3,1301.64,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Museo del Prado,Instalaciones accesibles NO municipales,Paseo Prado,1305.46,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Estación ferroviaria Madrid Puerta de Atocha,Instalaciones accesibles NO municipales,Plaza Emperador Carlos V,1308.65,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Oficina Principal. Paseo del Prado,Instalaciones accesibles NO municipales,Paseo Prado 1,1315.79,Bicipark Almagro,"Calle Almagro, 11",12
Museo Nacional Centro de Arte Reina Sofía (MNCARS),Instalaciones accesibles NO municipales,Calle Santa Isabel 52,1317.77,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Ministerio de Sanidad. Oficina de información,Instalaciones accesibles NO municipales,Paseo Prado 18 Planta Baja (Esquina Con Calle Lope De Vega) - 20,1323.74,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Scuola Materna Italiana de Madrid,Instalaciones accesibles NO municipales,Calle Agustin De Betancourt 1,1326.07,Bicipark Almagro,"Calle Almagro, 11",12
Instituto de Educación Secundaria (IES) Nuestra Señora de la Almudena,Instalaciones accesibles NO municipales,Plaza Remonta 17,1328.35,Bicipark Orense,"Avenida General Perón, 27",9
Instituto de Educación Secundaria (IES) San Mateo,Instalaciones accesibles NO municipales,Calle Beneficencia 4,1337.62,Bicipark Montalban,"Calle de Montalbán, 5",15
Palacio de Cristal,Instalaciones accesibles NO municipales,Paseo Republica De Cuba 4,1346.43,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Colegio Público Arquitecto Gaudí,Instalaciones accesibles NO municipales,Calle Rosa Jardon 10,1347.36,Bicipark Recuerdo,"Calle Hiedra, 26",13
Intercambiador de transporte. Puerta del Sol,Instalaciones accesibles NO municipales,Intercambiador Puerta Del Sol,1358.02,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 18. Calle Pizarro,Instalaciones accesibles NO municipales,Calle Pizarro 17,1366.42,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Colegio Público Isabel la Católica,Instalaciones accesibles NO municipales,Calle Barcelo 2,1374.19,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 03. Calle Maudes,Instalaciones accesibles NO municipales,Calle Maudes 39,1374.72,Bicipark Orense,"Avenida General Perón, 27",9
Comunidad de Madrid. Oficina de atención al ciudadano y oficina general de asistencia en materia de registro,Instalaciones accesibles NO municipales,Calle Gran Via 3,1382.97,Bicipark Almagro,"Calle Almagro, 11",12
Biblioteca Central y Servicio de Documentación del Ministerio del Interior,Instalaciones accesibles NO municipales,Calle Amador De Los Rios 7,1395.58,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Ministerio del Interior. Oficina de asistencia en materia de registro,Instalaciones accesibles NO municipales,Calle Amador De Los Rios 7,1395.58,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Museo Naval,Instalaciones accesibles NO municipales,Paseo Prado 3,1396.43,Bicipark Almagro,"Calle Almagro, 11",12
Sala de exposiciones Fundación Canal (Castellana 214),Instalaciones accesibles NO municipales,Paseo Castellana 214,1403.82,Bicipark Orense,"Avenida General Perón, 27",9
Administración Montalbán. AEAT,Instalaciones accesibles NO municipales,Calle Montalban 6,1408.47,Bicipark Almagro,"Calle Almagro, 11",12
Museo Casa de la Moneda,Instalaciones accesibles NO municipales,Calle Doctor Esquerdo 36,1410.63,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Sala de exposiciones Fundación Canal (Castellana 214),Instalaciones accesibles NO municipales,Paseo Castellana 214,1415.27,Bicipark Recuerdo,"Calle Hiedra, 26",13
Consorcio Regional de Transportes Públicos Regulares de Madrid,Instalaciones accesibles NO municipales,Plaza Descubridor Diego De Ordas 3 Planta Baja,1416.19,Bicipark Almagro,"Calle Almagro, 11",12
Oficina de Tramitación del DNI y Pasaporte (Tetuán),Instalaciones accesibles NO municipales,Calle Santa Valentina 2,1419.66,Bicipark Orense,"Avenida General Perón, 27",9
Intercambiador de transporte. Puerta del Sol,Instalaciones accesibles NO municipales,Intercambiador Puerta Del Sol,1420.39,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Empleo Sanchinarro,Instalaciones accesibles NO municipales,Avenida Ingeniero Emilio Herrera 23,1421.5,Bicipark Fuente de la Mora,Estación de Fuente de la Mora,9
Centro de Educación de Personas Adultas (CEPA) Distrito Centro,Instalaciones accesibles NO municipales,Calle San Bernardo 70 Planta 2,1426.2,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Residencia Mirasierra para personas con discapacidad intelectual gravemente afectadas y centro de día CAMP Mirasierra,Instalaciones accesibles NO municipales,Calle La Maso 40,1430.88,Bicipark Pitis,"Calle Pau Arroyo del Fresno, 181",7
Colegio Público San Juan de la Cruz,Instalaciones accesibles NO municipales,Calle Honduras 10,1435.65,Bicipark Recuerdo,"Calle Hiedra, 26",13
Museo Nacional de Antropología,Instalaciones accesibles NO municipales,Calle Alfonso Xii 68,1438.13,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Aparcamiento público Saba Estación Madrid Atocha P2 y P3,Instalaciones accesibles NO municipales,Paseo Infanta Isabel  Sin Número,1440.11,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Tramitación del DNI y Pasaporte (Santa Engracia),Instalaciones accesibles NO municipales,Calle Santa Engracia 18,1452.61,Bicipark Montalban,"Calle de Montalbán, 5",15
Movistar Academy Magariños,Instalaciones accesibles NO municipales,Calle Serrano 129,1452.81,Bicipark Orense,"Avenida General Perón, 27",9
Museo Nacional de Ciencias Naturales,Instalaciones accesibles NO municipales,Calle Jose Gutierrez Abascal 2,1455.95,Bicipark Orense,"Avenida General Perón, 27",9
Sala Alcalá 31,Instalaciones accesibles NO municipales,Calle Alcala 31,1457.71,Bicipark Almagro,"Calle Almagro, 11",12
Biblioteca del Defensor del Pueblo,Instalaciones accesibles NO municipales,Calle Fortuny 22,1458.9,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Biblioteca de la Real Academia de Jurisprudencia y Legislación,Instalaciones accesibles NO municipales,Calle Marques De Cubas 13,1461.67,Bicipark Almagro,"Calle Almagro, 11",12
Administración María de Molina. AEAT,Instalaciones accesibles NO municipales,Calle Nuñez De Balboa 116,1461.82,Bicipark Almagro,"Calle Almagro, 11",12
Teatro Municipal de Títeres. Parque de El Retiro,Instalaciones accesibles NO municipales,Avenida México 4 Parque De El Retiro. Entrada Por Puerta De La Independencia,1464.07,Bicipark Almagro,"Calle Almagro, 11",12
Espacio Fundación Telefónica,Instalaciones accesibles NO municipales,Calle Fuencarral 3,1472.63,Bicipark Almagro,"Calle Almagro, 11",12
Centro de día para mayores Saraiva,Instalaciones accesibles NO municipales,Calle Fundadores 10,1477.39,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Residencia de estudiantes Palacio de Barradas,Instalaciones accesibles NO municipales,Calle San Bernardo 63,1478.38,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Escuela Infantil Betaria,Instalaciones accesibles NO municipales,Calle Padre Rubio 14,1480.31,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Empleo Goya,Instalaciones accesibles NO municipales,Calle O'Donnell 12,1483.01,Bicipark Montalban,"Calle de Montalbán, 5",15
Museo Lázaro Galdiano,Instalaciones accesibles NO municipales,Calle Serrano 122,1497.66,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Tramitación del DNI y Pasaporte (Centro),Instalaciones accesibles NO municipales,Calle Luna 17,1505.71,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Instituto de Educación Secundaria (IES) Fortuny,Instalaciones accesibles NO municipales,Calle Fortuny 24,1508.25,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Colegio Público Reina Victoria,Instalaciones accesibles NO municipales,Calle Principe De Vergara 61,1514.49,Bicipark Almagro,"Calle Almagro, 11",12
Consorcio Regional de Transportes Públicos Regulares de Madrid,Instalaciones accesibles NO municipales,Plaza Descubridor Diego De Ordas 3 Planta Baja,1524.45,Bicipark Orense,"Avenida General Perón, 27",9
Teatro Municipal de Títeres. Parque de El Retiro,Instalaciones accesibles NO municipales,Avenida México 4 Parque De El Retiro. Entrada Por Puerta De La Independencia,1531.01,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Biblioteca Nacional de España,Instalaciones accesibles NO municipales,Paseo Recoletos 20,1534.77,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Correos. Sucursal 18. Calle Pizarro,Instalaciones accesibles NO municipales,Calle Pizarro 17,1543.41,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Movistar Academy Magariños,Instalaciones accesibles NO municipales,Calle Serrano 129,1550.87,Bicipark Almagro,"Calle Almagro, 11",12
Centro de Educación de Personas Adultas (CEPA) Distrito Centro,Instalaciones accesibles NO municipales,Calle San Bernardo 70 Planta 2,1555.34,Bicipark Almagro,"Calle Almagro, 11",12
Panteón de España,Instalaciones accesibles NO municipales,Calle Julian Gayarre 3,1561.13,Bicipark Montalban,"Calle de Montalbán, 5",15
Movistar Academy Magariños,Instalaciones accesibles NO municipales,Calle Serrano 129,1563.08,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Estación ferroviaria Madrid Puerta de Atocha,Instalaciones accesibles NO municipales,Plaza Emperador Carlos V,1567.45,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Centro de donación de sangre de Cruz Roja Fin de Semana,Instalaciones accesibles NO municipales,Calle Fuencarral 120,1570.4,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Oficina de Tramitación del DNI y Pasaporte Doce de Octubre,Instalaciones accesibles NO municipales,Calle Doce De Octubre 7,1581.33,Bicipark Montalban,"Calle de Montalbán, 5",15
Oficina de Correos. Sucursal 02. Calle Luis Vives,Instalaciones accesibles NO municipales,Calle Luis Vives 12,1582.14,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Sede QuedaT.com Tetuán,Instalaciones accesibles NO municipales,Calle Cedros 3,1586.88,Bicipark Orense,"Avenida General Perón, 27",9
Galería de Arte Orfila,Instalaciones accesibles NO municipales,Calle Orfila 3,1597.03,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Biblioteca del Congreso de los Diputados,Instalaciones accesibles NO municipales,Calle Floridablanca 1,1602.3,Bicipark Almagro,"Calle Almagro, 11",12
Ministerio de Política Territorial. Delegación del Gobierno en Madrid. Oficina de asistencia en materia de registro,Instalaciones accesibles NO municipales,Calle Garcia De Paredes 65,1603.29,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Empleo Goya,Instalaciones accesibles NO municipales,Calle O'Donnell 12,1603.48,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Centro de Día Privado 'Sanivida Chamberí',Instalaciones accesibles NO municipales,Calle Palafox 17 Planta Bajo,1606.14,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Museo Nacional Thyssen-Bornemisza,Instalaciones accesibles NO municipales,Paseo Prado 8,1610.26,Bicipark Almagro,"Calle Almagro, 11",12
Colegio Público Luis Bello,Instalaciones accesibles NO municipales,Calle Luis Cabrera 66,1614.82,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Centro de Atención e Información de la Agencia de la Seguridad Social (CAISS) nº 13 Centro,Instalaciones accesibles NO municipales,Calle Cedaceros 11,1619.36,Bicipark Almagro,"Calle Almagro, 11",12
Residencia de estudiantes Palacio de Barradas,Instalaciones accesibles NO municipales,Calle San Bernardo 63,1625.83,Bicipark Almagro,"Calle Almagro, 11",12
CaixaForum Madrid,Instalaciones accesibles NO municipales,Paseo Prado 36,1626.23,Bicipark Villa de Paris,"Calle de Orellana, 23, 21",8
Oficina de Correos. Sucursal 18. Calle Pizarro,Instalaciones accesibles NO municipales,Calle Pizarro 17,1631.68,Bicipark Almagro,"Calle Almagro, 11",12
"Sala de exposiciones Fundación Canal (Mateo Inurria, 2)",Instalaciones accesibles NO municipales,Calle Mateo Inurria 2,1632.52,Bicipark Orense,"Avenida General Perón, 27",9
Teatros del Canal,Instalaciones accesibles NO municipales,Calle Cea Bermudez 1,1635.89,Bicipark Almagro,"Calle Almagro, 11",12
Oficina de Correos. Sucursal 21. Calle Antonio Arias,Instalaciones accesibles NO municipales,Calle Antonio Arias 2,1636.42,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Colegio Sagrado Corazón. Avenida Alfonso XIII.,Instalaciones accesibles NO municipales,Avenida Alfonso Xiii 127,1639.68,Bicipark Recuerdo,"Calle Hiedra, 26",13
Biblioteca del Consejo General del Poder judicial,Instalaciones accesibles NO municipales,Calle Marques De La Ensenada 8,1639.97,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Congreso de los Diputados,Instalaciones accesibles NO municipales,Plaza Cortes 1,1640.02,Bicipark Almagro,"Calle Almagro, 11",12
Sede QuedaT.com Tetuán,Instalaciones accesibles NO municipales,Calle Cedros 3,1643.38,Bicipark Recuerdo,"Calle Hiedra, 26",13
Oficina de Tramitación del DNI y Pasaporte Doce de Octubre,Instalaciones accesibles NO municipales,Calle Doce De Octubre 7,1643.38,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Instituto de Educación Secundaria (IES) Avenida de los Toreros,Instalaciones accesibles NO municipales,Avenida Toreros 57,1643.41,Bicipark Salamanca,Pl. del Marqués de Salamanca,1
Oficina de Correos. Sucursal 06. Calle Claudio Coello,Instalaciones accesibles NO municipales,Calle Claudio Coello 100,1651.45,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Biblioteca Pública Antonio Mingote (Latina),Instalaciones accesibles NO municipales,Calle Rafael Finat 51,1653.11,Bicipark Aviación,Parking Aviación Española,10
Oficina de Tramitación del DNI y Pasaporte (Centro),Instalaciones accesibles NO municipales,Calle Luna 17,1656.62,Bicipark Recoletos,"Paseo de Recoletos, 2",3
Museo de la Real Academia de Bellas Artes de San Fernando,Instalaciones accesibles NO municipales,Calle Alcala 13,1658.89,Bicipark Almagro,"Calle Almagro, 11",12
